WHITE,ALCHY,JUNKY,SUPER,MARRIED,FELON,WORKREL,PROPTY,PERSON,MALE,PRIORS,SCHOOL,RULE,AGE,TSERVD,FOLLOW,RECID,TIME,FILE
1,0,0,0,1,1,0,0,0,1,2,2,0,448,19,46,1,13,3
0,0,0,0,0,1,0,1,0,1,1,10,0,223,6,54,1,10,2
1,1,0,1,1,0,1,0,0,1,0,7,0,316,4,53,0,0,2
0,0,0,1,0,0,1,0,0,1,0,9,0,491,18,52,0,0,2
0,0,1,1,0,0,0,0,0,1,0,12,0,322,1,47,0,0,1
1,0,0,1,1,1,1,1,0,1,1,14,3,357,59,47,0,0,2
0,0,0,1,0,1,0,1,0,1,5,10,2,307,10,55,0,0,2
0,0,1,1,0,1,1,1,0,1,0,12,0,307,25,47,0,0,2
0,1,1,1,0,0,0,1,0,1,1,12,0,277,5,48,1,6,2
1,1,0,1,1,0,1,0,0,1,2,9,0,418,7,55,0,0,2
0,0,0,1,0,0,0,0,0,1,1,11,0,354,4,55,1,25,3
1,0,0,0,0,1,0,1,0,1,2,8,3,246,36,57,0,0,3
0,0,0,1,1,0,1,0,0,1,4,11,16,446,48,51,0,0,1
1,0,0,1,1,0,1,0,0,1,17,8,0,637,80,46,0,0,3
0,0,0,1,0,1,0,1,0,1,0,8,1,211,12,48,0,0,2
1,1,1,1,0,0,0,0,0,1,0,7,1,250,18,54,1,6,2
1,0,0,1,0,0,0,0,0,1,0,12,0,255,6,48,0,0,1
1,0,0,1,0,1,0,1,0,1,0,10,3,237,18,47,1,26,3
0,0,0,1,0,0,1,0,1,1,4,11,0,318,14,53,0,0,2
0,0,0,0,0,0,0,0,0,1,0,10,0,403,4,57,0,0,3
1,0,1,1,0,0,0,0,0,1,0,10,12,250,23,56,0,0,1
0,0,0,0,0,1,1,0,0,1,0,12,0,299,6,56,0,0,3
0,1,0,1,0,1,0,1,0,1,-9,12,6,446,72,52,1,6,3
0,0,0,1,0,0,0,1,0,1,-9,8,1,274,1,55,1,10,3
0,0,1,0,0,0,1,0,0,1,1,11,4,296,53,52,0,0,1
0,0,0,0,1,0,1,0,0,1,10,6,1,495,9,47,0,0,3
1,1,1,0,0,1,0,1,0,1,0,8,0,223,4,55,0,0,2
1,0,0,1,0,0,1,1,0,1,0,10,0,319,3,53,0,0,2
0,0,0,1,1,1,1,0,0,1,12,11,3,434,20,47,1,43,3
0,0,0,1,0,1,0,1,0,1,0,11,0,234,5,54,0,0,2
1,0,0,1,0,0,0,1,0,1,0,8,0,214,6,56,1,13,1
1,0,0,1,0,0,0,0,1,1,0,10,0,668,0,54,0,0,3
0,0,0,0,0,0,0,0,1,1,2,10,1,230,5,52,1,4,3
1,0,1,1,0,1,0,0,1,1,0,9,9,284,72,50,1,25,2
1,1,1,1,0,1,1,0,0,1,0,12,1,296,12,46,1,26,2
1,0,0,1,1,1,1,1,0,1,6,2,4,389,52,50,0,0,2
0,0,0,1,1,1,1,0,1,1,0,13,1,430,92,52,1,23,2
0,0,0,1,0,0,0,0,0,1,0,9,0,218,7,52,0,0,3
0,1,0,1,0,1,0,0,1,1,1,7,0,413,21,56,0,0,2
1,0,0,0,0,1,1,0,0,1,0,11,2,297,25,57,0,0,3
1,1,0,1,0,0,1,0,0,1,1,9,2,310,11,49,1,39,2
0,0,0,1,1,0,0,1,0,1,-9,10,0,557,0,47,0,0,3
0,1,0,1,0,1,0,1,0,1,0,8,0,225,5,46,0,0,2
1,0,0,0,0,1,0,1,0,1,0,9,3,257,29,49,0,0,3
0,1,0,1,0,0,0,0,0,1,1,10,0,386,8,57,0,0,1
1,1,1,1,1,1,1,1,0,1,0,8,4,273,42,50,1,9,2
0,0,0,1,1,0,0,0,0,1,0,7,0,751,2,47,1,24,3
0,1,0,1,0,1,1,1,0,1,1,11,1,306,36,46,0,0,2
1,0,0,1,0,0,0,0,1,1,0,10,0,668,0,54,0,0,3
1,1,0,0,1,0,1,0,0,1,2,3,0,631,5,52,0,0,2
1,0,0,0,0,0,1,0,0,1,4,8,0,281,5,57,1,4,2
1,0,0,1,1,0,0,1,0,1,0,10,0,209,6,53,0,0,2
1,0,0,1,0,0,1,0,0,1,2,6,0,387,2,53,0,0,3
0,1,0,1,0,1,1,1,0,1,8,4,1,490,51,47,1,4,2
0,0,0,1,1,0,0,0,0,1,0,12,0,382,2,54,1,22,3
1,0,0,1,1,0,0,0,0,1,0,5,0,703,6,49,0,0,3
0,0,0,0,0,1,0,0,1,1,2,11,1,360,21,47,0,0,3
1,0,0,1,0,1,1,1,0,1,0,9,1,255,11,54,0,0,3
1,0,0,0,1,1,0,1,0,1,0,8,0,322,6,53,0,0,3
0,0,0,1,0,1,1,0,1,1,0,6,0,570,17,49,0,0,2
0,0,0,1,0,1,0,1,0,1,0,12,5,267,54,52,0,0,3
1,0,0,1,0,1,0,1,0,1,0,10,5,233,14,55,1,8,2
0,0,0,1,0,0,0,0,0,1,0,11,11,285,39,48,1,45,1
0,0,0,1,0,0,0,0,0,1,0,10,0,227,17,55,0,0,2
0,0,0,0,1,1,0,0,1,1,1,12,0,443,91,53,0,0,3
0,0,0,1,0,0,0,0,0,1,1,10,0,234,10,52,0,0,2
0,0,0,1,0,0,0,1,0,1,-9,11,0,259,0,49,1,3,3
0,0,0,0,0,0,0,1,0,1,0,12,1,379,13,47,1,26,3
0,0,0,0,0,1,1,1,0,1,0,10,12,269,35,52,0,0,1
1,0,0,1,0,1,0,0,0,1,0,6,0,609,31,52,0,0,2
0,0,0,1,1,0,1,0,0,1,1,10,1,330,35,57,0,0,1
1,0,0,0,1,1,1,1,0,1,0,6,0,496,6,57,0,0,3
0,0,0,1,0,0,1,0,1,1,3,12,1,359,15,54,0,0,3
1,1,1,1,0,0,0,0,0,1,1,10,0,259,7,56,1,3,2
0,1,0,1,1,0,0,0,0,1,0,12,0,316,7,56,0,0,2
1,0,0,1,1,1,1,1,0,1,0,12,0,433,24,49,0,0,2
0,1,0,1,0,0,0,0,0,1,2,9,0,441,4,53,0,0,2
0,0,0,1,1,1,1,0,1,0,2,14,1,366,63,49,1,10,3
1,1,1,1,0,0,1,0,0,1,0,9,0,644,36,57,0,0,2
0,0,0,1,0,0,1,0,0,1,3,11,0,306,22,57,1,18,2
0,0,0,1,0,0,0,0,0,1,1,12,2,301,14,57,0,0,3
1,0,0,1,0,1,1,1,0,1,0,8,0,254,6,47,0,0,3
0,0,0,1,0,1,1,1,0,1,0,7,0,249,40,47,0,0,3
0,0,0,0,0,0,0,1,0,1,0,10,11,228,10,52,0,0,2
0,0,0,1,1,0,1,0,0,1,0,12,1,349,28,46,0,0,3
0,0,0,1,1,0,1,0,0,1,4,11,1,340,13,54,1,4,3
0,1,0,1,0,0,0,1,0,1,0,8,0,261,2,49,1,16,2
0,0,0,1,0,1,1,0,0,1,0,12,12,368,71,46,0,0,3
0,1,1,0,0,1,0,1,0,1,0,10,4,248,13,47,1,2,2
1,0,0,1,0,0,0,0,0,1,0,7,1,276,29,50,0,0,2
0,0,1,1,0,1,1,1,0,1,0,10,0,240,19,46,0,0,2
1,0,0,1,0,0,1,0,0,1,5,8,13,396,124,50,1,36,2
1,0,0,0,1,0,1,0,0,1,2,12,1,456,15,52,0,0,3
1,0,0,1,0,0,0,0,0,1,9,6,0,571,8,54,0,0,3
1,0,1,0,1,0,0,0,0,1,9,8,2,419,43,47,0,0,2
0,0,0,1,0,0,0,0,0,1,0,8,6,210,28,51,1,9,2
1,0,0,0,0,0,0,1,0,1,-9,9,4,223,4,52,1,23,3
1,0,0,1,0,1,0,1,0,1,0,10,10,247,46,54,0,0,3
1,1,1,0,0,1,0,1,0,1,0,11,0,236,6,52,0,0,1
0,0,1,1,0,0,0,1,0,0,0,9,0,278,23,54,1,16,2
1,1,1,1,0,0,0,0,0,1,0,11,4,236,14,54,0,0,2
0,0,0,1,0,0,0,1,0,1,2,12,0,357,3,56,1,8,3
0,0,0,0,0,1,1,1,0,1,0,10,12,269,35,52,0,0,1
0,0,0,1,0,1,0,0,1,1,0,4,4,420,54,46,0,0,2
0,0,0,1,0,0,0,0,0,1,-9,10,0,246,1,50,0,0,3
0,0,0,1,0,1,1,1,0,1,0,12,4,325,49,46,1,18,2
0,0,0,0,1,1,1,0,0,1,0,16,1,373,13,50,1,4,2
0,0,0,0,0,1,1,0,0,1,0,13,5,311,90,57,1,25,2
0,0,0,0,0,1,0,1,0,1,0,11,0,263,5,52,0,0,3
1,1,0,0,0,1,0,1,0,1,0,11,0,214,5,52,0,0,2
1,0,0,1,1,0,1,0,0,1,2,8,0,323,6,51,0,0,3
1,0,0,1,0,1,0,1,0,0,0,12,0,266,11,54,0,0,1
0,1,0,1,0,0,0,1,0,1,0,12,0,248,3,46,1,37,1
0,0,0,1,1,0,0,0,0,1,3,11,0,435,2,49,1,39,1
0,0,0,0,0,1,0,1,0,1,0,9,0,266,36,57,1,15,3
0,0,0,0,1,1,0,1,0,1,1,10,24,323,103,55,0,0,3
1,0,0,0,0,1,0,1,0,1,1,8,12,249,46,49,1,7,3
1,0,0,1,0,0,0,1,0,1,0,9,5,213,13,54,1,17,2
0,0,1,1,0,0,0,0,0,1,0,8,2,248,15,56,0,0,2
1,0,0,0,0,0,1,0,0,1,12,12,16,378,34,55,0,0,2
1,0,0,1,0,0,1,0,0,1,2,11,0,461,12,50,1,22,3
1,0,0,1,0,0,0,1,0,1,0,8,0,309,8,54,0,0,2
1,1,0,1,0,0,1,1,0,1,0,8,0,473,34,56,1,15,2
1,1,1,1,0,0,0,0,0,1,0,7,1,250,18,54,1,6,2
1,0,0,1,1,1,1,0,1,1,0,16,0,391,48,56,0,0,2
1,0,0,1,0,1,0,0,0,1,0,8,0,209,7,57,0,0,2
1,0,0,1,0,1,0,1,0,1,0,12,0,251,4,49,0,0,2
0,1,0,1,0,0,0,0,1,1,0,6,0,452,9,56,0,0,2
1,0,0,1,0,0,0,1,0,0,0,7,0,235,2,47,0,0,3
1,1,0,1,0,0,1,0,0,1,8,9,0,693,6,47,1,14,2
1,1,1,1,0,1,0,1,0,1,0,8,3,231,35,53,1,11,1
1,1,0,1,0,1,0,1,0,1,0,9,13,244,56,56,1,13,2
0,0,0,0,1,0,0,0,0,1,12,5,9,539,80,49,0,0,3
1,0,0,1,1,0,1,0,0,1,0,9,1,522,12,56,0,0,3
0,0,0,1,0,0,0,0,0,1,2,9,1,361,5,48,1,12,3
0,0,0,1,0,1,1,1,0,1,0,9,0,286,50,47,1,5,2
0,0,0,1,1,1,1,0,0,1,1,12,0,280,2,57,1,21,1
1,0,1,1,0,0,1,1,0,1,0,10,0,246,4,56,0,0,1
1,0,1,1,1,1,1,0,1,1,12,9,1,634,63,49,1,3,2
1,0,0,1,1,1,1,0,1,1,6,8,0,593,10,55,0,0,2
1,1,1,1,1,0,0,0,0,1,3,6,1,395,12,57,0,0,2
0,1,0,0,0,0,1,0,0,1,11,9,1,574,7,49,0,0,2
0,1,0,1,1,0,0,0,0,1,2,0,0,694,5,49,0,0,3
1,0,0,1,1,0,0,0,0,1,0,9,2,325,49,46,0,0,2
1,0,1,1,0,1,0,1,0,1,8,9,12,449,84,54,1,4,1
1,0,0,0,0,0,0,1,0,1,8,8,1,365,2,55,1,18,3
0,0,1,1,0,1,1,1,0,1,1,10,0,275,12,54,0,0,2
0,0,0,0,0,0,0,1,0,1,2,7,2,340,4,47,1,8,3
1,1,0,1,1,1,1,0,0,1,2,7,4,304,39,47,1,14,2
1,0,0,1,1,0,0,0,0,0,0,9,0,205,4,54,0,0,2
1,0,0,1,0,0,0,0,0,1,0,12,1,463,7,48,0,0,2
0,1,0,1,0,0,0,1,0,1,0,11,0,257,4,49,0,0,1
0,0,0,1,0,0,0,0,0,1,0,10,0,274,3,54,1,36,2
1,0,1,0,0,1,0,0,0,1,-9,14,0,303,1,55,0,0,3
0,0,0,1,0,0,1,0,0,1,0,11,0,293,4,55,0,0,3
0,0,0,1,0,0,1,1,0,1,0,14,0,384,3,56,0,0,2
1,0,0,1,0,0,0,0,0,1,6,9,0,320,5,49,1,7,3
1,0,0,1,0,0,0,0,0,1,0,10,1,242,4,47,0,0,1
0,0,0,1,0,0,0,0,0,1,1,2,0,689,4,50,0,0,3
1,0,0,1,0,0,0,1,0,1,1,12,1,289,4,51,0,0,1
0,0,0,1,0,0,1,0,0,1,0,11,1,321,21,57,0,0,1
0,1,0,1,0,1,1,0,1,1,2,11,0,622,47,47,1,4,2
1,0,1,1,0,0,0,1,0,1,0,10,2,230,6,51,0,0,1
1,0,0,1,0,0,0,1,0,1,0,8,1,224,13,56,1,25,2
1,0,0,1,1,0,0,0,0,1,0,8,0,431,2,53,0,0,3
0,0,0,1,0,0,0,0,0,1,1,10,0,234,10,52,0,0,2
1,0,0,1,0,0,1,0,1,1,4,9,0,378,6,50,0,0,3
1,0,1,0,0,0,0,0,0,1,0,8,1,239,25,52,1,26,1
0,0,0,0,0,1,0,1,0,1,2,9,0,331,6,53,0,0,1
1,0,0,1,0,0,1,0,0,1,0,9,0,241,22,50,0,0,1
1,0,0,1,0,1,1,1,0,1,-9,12,0,453,23,50,1,12,3
0,0,0,1,0,1,0,1,0,1,0,9,2,220,16,47,1,5,2
1,0,0,1,0,1,0,1,0,1,0,10,0,214,6,57,1,17,2
1,1,0,1,0,0,0,0,0,1,0,10,0,261,4,57,0,0,1
0,0,0,1,0,0,0,0,0,1,3,9,0,474,2,53,0,0,3
0,1,0,1,0,0,0,1,0,1,0,12,0,249,3,48,1,31,1
0,0,0,1,0,0,0,0,1,1,1,11,0,314,3,49,1,9,2
1,1,0,1,1,0,1,0,0,1,0,10,0,403,2,54,0,0,2
0,0,0,1,0,1,0,1,0,1,0,11,1,251,12,48,1,32,2
0,0,1,1,1,1,0,0,0,1,0,10,0,393,4,46,0,0,2
1,1,1,1,0,0,0,1,0,1,1,8,0,223,4,57,0,0,2
1,1,1,1,1,0,1,1,0,1,1,9,0,258,6,57,0,0,2
0,0,0,1,0,0,0,1,0,1,0,8,1,201,6,56,0,0,2
0,1,1,1,0,0,0,1,0,1,2,9,0,256,3,46,1,12,2
0,1,0,1,0,0,0,1,0,1,0,10,0,227,5,49,0,0,2
1,0,1,1,1,1,1,1,0,1,0,10,2,275,66,53,1,15,2
0,0,0,1,0,0,0,0,0,1,-9,10,0,267,2,48,0,0,3
1,1,0,1,1,0,0,0,0,1,0,12,0,715,4,51,0,0,2
1,0,0,0,0,0,1,0,0,1,-9,9,1,276,4,52,0,0,3
0,0,0,1,0,0,0,0,0,1,-9,12,0,436,1,49,0,0,3
1,0,0,1,1,1,0,1,0,1,11,14,7,481,34,46,1,9,3
1,1,1,1,0,1,1,1,0,1,1,12,4,285,34,54,1,6,2
0,0,0,0,1,0,0,0,0,1,4,10,0,517,11,56,0,0,3
0,0,0,1,0,0,0,1,0,1,0,11,0,218,5,50,1,7,3
1,0,0,1,0,1,0,1,0,1,0,10,0,275,7,53,0,0,2
0,0,0,1,1,0,1,0,0,1,1,2,0,613,23,57,0,0,3
1,0,0,1,1,0,0,0,0,1,8,3,0,380,5,53,1,34,1
1,0,0,1,0,0,0,0,0,1,-9,3,0,684,2,55,0,0,3
1,0,0,0,1,0,0,1,0,1,1,6,6,304,10,46,0,0,1
1,1,1,1,0,0,1,1,0,1,0,8,0,229,6,57,0,0,2
1,0,0,1,0,1,1,0,1,1,0,9,0,683,64,51,1,2,2
1,1,0,0,1,0,1,0,0,1,19,8,1,492,8,54,1,5,2
0,0,0,0,0,0,1,1,0,1,6,12,1,356,6,47,1,3,2
0,0,0,1,0,0,1,0,0,1,1,8,12,275,34,55,0,0,2
0,0,0,0,0,0,0,0,0,1,-9,8,22,278,60,55,1,2,3
1,0,0,1,1,0,1,0,0,1,2,12,0,559,8,57,0,0,3
1,0,0,1,0,0,0,1,0,1,0,11,0,262,8,51,0,0,3
0,1,0,1,0,0,0,0,0,1,1,11,1,273,6,55,0,0,2
0,0,0,1,0,1,0,1,0,1,0,8,19,241,47,46,1,9,3
0,0,0,0,0,0,0,0,0,1,2,9,0,384,4,55,1,23,3
1,0,0,1,0,0,0,0,0,1,0,8,0,452,4,54,0,0,2
1,0,1,1,0,1,1,0,0,1,0,10,0,284,17,49,0,0,2
1,0,0,0,0,0,1,0,0,1,2,8,2,273,23,48,0,0,3
0,0,0,0,0,1,1,1,0,1,2,11,3,318,54,48,0,0,2
0,0,0,1,0,0,1,0,0,1,8,12,5,372,60,53,0,0,1
0,0,0,1,1,0,0,1,0,1,0,8,0,226,4,48,1,16,2
1,1,0,1,0,0,0,0,0,1,0,9,0,406,5,48,0,0,2
0,0,0,0,0,0,1,0,0,1,-9,9,8,267,36,56,1,10,3
0,0,0,1,0,0,0,0,0,1,-9,9,0,466,2,46,1,2,3
1,1,1,1,1,1,1,1,0,1,1,9,2,256,17,48,1,14,2
1,0,0,1,0,0,0,1,0,1,0,9,0,215,8,53,0,0,3
0,1,0,0,1,0,0,0,0,1,-9,9,0,463,3,47,0,0,3
1,0,0,0,0,1,0,0,0,1,1,10,0,277,6,54,0,0,3
0,0,0,1,0,0,1,0,1,1,0,11,0,244,6,53,0,0,2
1,0,0,1,0,1,1,1,0,1,0,12,0,344,34,52,0,0,2
1,0,0,1,0,1,1,1,0,1,3,13,6,476,21,47,0,0,3
1,0,0,1,0,0,0,1,0,1,1,9,0,208,6,54,1,12,2
0,0,0,1,0,0,1,0,0,1,0,11,2,282,18,47,0,0,3
1,0,0,0,1,0,0,0,1,1,-9,12,0,469,5,50,0,0,3
0,1,0,1,0,0,0,0,0,1,0,10,0,570,35,50,0,0,2
1,0,1,0,0,0,1,0,0,1,0,11,3,257,24,57,0,0,2
0,0,0,1,0,1,0,1,0,0,1,10,0,282,4,49,1,46,3
0,0,1,1,0,0,0,0,0,1,1,10,4,288,39,52,0,0,2
0,1,0,1,0,1,0,0,1,1,0,12,0,485,18,46,0,0,2
1,0,0,1,0,0,0,1,0,1,0,8,0,216,12,56,0,0,3
1,1,1,0,0,1,0,1,0,1,-9,9,0,206,3,46,0,0,3
0,1,1,1,0,1,0,0,1,1,1,9,4,346,114,52,1,32,2
0,0,1,1,0,0,1,0,0,1,1,12,0,339,30,50,0,0,2
1,0,0,1,0,0,0,1,0,1,2,12,0,343,1,56,0,0,3
1,0,0,1,0,1,0,1,0,1,0,10,0,216,7,54,0,0,2
1,0,0,0,0,1,1,0,0,1,-9,12,0,307,1,53,0,0,3
0,0,0,1,0,0,0,0,0,1,-9,12,0,272,1,47,1,6,3
0,0,0,1,1,0,1,0,0,1,0,8,0,544,5,53,0,0,3
1,1,0,0,1,0,0,0,0,1,0,7,0,636,8,49,0,0,2
0,0,0,0,0,0,0,0,0,1,-9,0,2,299,6,50,1,37,3
0,0,0,1,1,1,1,1,0,1,0,10,6,436,128,57,1,22,3
0,0,0,1,0,1,0,1,0,1,0,10,3,258,39,50,0,0,3
0,0,0,1,1,1,1,1,0,1,5,11,0,368,11,52,1,21,3
1,0,0,1,0,1,1,1,0,0,-9,9,0,378,4,50,0,0,3
0,0,0,1,0,0,0,1,0,1,0,12,0,254,2,56,1,6,3
1,0,0,1,0,1,1,0,0,1,2,8,3,218,54,48,1,5,2
0,0,1,1,0,1,1,1,0,1,0,12,0,341,29,56,1,8,2
0,0,0,1,0,1,1,1,0,0,0,10,0,242,4,56,0,0,3
0,0,0,1,0,0,1,1,0,1,-9,12,2,359,72,56,1,16,3
1,1,0,1,1,0,1,0,0,1,0,8,0,261,5,56,1,13,2
1,0,0,1,0,0,1,1,0,1,5,6,9,279,79,52,1,5,3
0,0,0,0,1,1,1,0,1,1,0,7,8,315,88,55,0,0,3
0,1,0,1,1,0,1,0,0,1,15,3,0,672,12,50,0,0,2
0,0,0,1,0,0,0,1,0,1,0,12,1,296,9,46,0,0,2
1,0,0,1,0,0,1,0,0,1,1,6,0,378,4,51,0,0,3
1,0,1,1,0,1,1,0,1,1,1,7,2,455,56,52,0,0,2
1,1,0,1,1,0,1,0,0,1,1,11,0,267,16,57,0,0,2
1,0,0,1,1,1,1,1,0,1,1,8,1,292,25,53,0,0,1
1,0,0,1,0,0,0,1,0,1,0,8,1,239,10,53,0,0,3
1,0,1,1,0,1,1,1,0,1,3,7,0,447,34,53,0,0,2
0,0,0,1,0,1,0,1,0,1,0,10,1,439,32,54,0,0,3
0,0,0,0,0,1,0,1,0,0,-9,9,0,657,1,46,0,0,3
1,0,0,1,0,1,0,1,0,0,1,11,0,498,7,57,0,0,2
1,1,0,1,1,1,1,0,1,1,7,8,4,440,108,46,1,17,1
0,0,0,1,0,1,0,0,1,1,5,11,1,491,7,48,0,0,2
0,0,0,1,1,1,0,1,0,1,10,11,2,400,71,46,0,0,1
1,1,1,1,0,1,1,1,0,1,0,11,0,258,12,48,0,0,2
0,1,0,1,0,1,1,1,0,1,0,10,1,242,47,47,1,7,1
0,0,0,1,0,0,0,0,0,1,0,12,0,383,3,48,0,0,3
1,0,0,1,0,0,1,0,0,1,2,12,0,347,5,57,0,0,3
1,0,0,1,0,0,0,1,0,1,0,9,3,224,6,50,1,10,3
1,0,0,0,0,1,0,0,0,1,0,9,0,590,5,52,0,0,2
0,0,0,1,0,0,0,0,0,1,0,11,0,282,2,53,1,30,3
1,0,0,1,0,0,1,0,0,1,0,9,1,279,22,47,1,5,2
0,0,0,1,0,0,0,0,0,1,0,11,0,242,17,51,0,0,3
1,0,0,1,0,0,1,0,0,1,0,10,10,274,37,47,0,0,1
0,0,0,0,0,0,0,0,1,1,0,11,2,255,8,47,0,0,2
1,0,0,0,1,1,1,1,0,1,6,9,2,389,68,52,0,0,2
0,0,0,0,0,1,0,1,0,1,0,11,0,242,5,52,0,0,2
0,0,0,1,0,0,0,0,0,1,3,11,0,405,1,49,0,0,3
1,0,0,1,1,0,0,0,0,1,-9,9,0,278,3,51,0,0,3
1,0,0,1,0,0,1,0,0,1,0,9,2,307,13,56,0,0,2
0,1,0,1,0,0,1,0,0,1,3,11,0,391,3,55,0,0,2
1,0,0,1,0,0,0,1,0,1,1,10,1,380,7,55,0,0,3
1,0,1,0,0,1,0,0,0,1,-9,12,13,272,36,53,1,48,3
1,0,0,0,1,0,0,0,0,1,2,11,0,474,10,57,1,25,3
0,0,0,1,0,0,1,0,0,1,3,10,0,497,5,52,1,23,2
1,0,0,1,1,0,1,0,0,1,1,12,2,663,226,57,0,0,3
1,1,0,1,1,0,1,0,0,1,3,9,0,519,4,48,0,0,2
0,0,0,0,0,1,1,1,0,1,1,11,0,304,35,52,0,0,1
0,0,0,1,1,1,1,0,0,1,0,12,0,314,14,46,0,0,2
1,0,0,1,0,1,0,0,0,1,0,9,13,275,53,52,0,0,2
0,0,0,0,0,0,0,0,0,1,1,8,2,510,10,46,0,0,1
1,0,0,0,0,0,0,0,0,0,0,11,0,222,4,50,0,0,3
0,1,0,1,0,0,0,1,0,1,14,10,0,439,9,57,1,22,1
0,0,0,1,0,1,1,1,0,1,-9,7,4,377,80,47,1,6,3
0,1,0,1,1,0,1,0,0,1,0,11,0,302,5,57,0,0,1
1,0,0,0,0,0,0,1,0,1,0,11,0,214,3,57,1,11,3
1,0,0,1,0,1,0,1,0,0,0,11,0,266,4,54,0,0,1
1,1,0,1,0,1,0,1,0,1,0,9,0,243,9,57,0,0,2
1,0,0,1,0,1,0,0,1,1,0,8,0,282,16,48,0,0,2
1,0,0,1,0,0,0,0,1,1,0,9,0,216,8,52,1,35,3
0,0,1,0,0,0,0,0,0,1,0,11,13,229,19,55,1,25,2
0,1,0,0,1,0,0,0,0,1,16,10,1,556,8,55,1,31,1
0,0,0,0,0,0,1,0,1,0,1,9,0,299,14,48,0,0,2
0,1,0,1,1,0,1,0,0,1,0,11,0,387,4,54,0,0,2
0,0,0,1,1,1,0,0,1,1,0,10,17,343,90,47,0,0,3
0,1,0,1,0,1,0,1,0,1,1,11,2,308,14,54,0,0,2
0,0,0,1,0,0,0,0,1,0,-9,11,0,242,1,53,0,0,3
1,0,0,0,0,0,0,0,0,1,1,10,6,379,39,57,1,39,2
0,1,1,0,0,0,0,1,0,1,0,11,0,272,3,49,1,4,2
0,0,0,0,1,0,0,0,0,1,0,10,0,280,9,52,1,16,3
0,0,0,1,0,0,0,0,0,0,0,9,0,298,2,57,0,0,3
1,0,0,1,0,1,0,1,0,1,0,3,1,217,14,54,0,0,3
1,0,0,0,0,0,1,0,0,1,1,11,0,312,27,52,0,0,2
1,1,0,1,1,0,0,0,0,1,0,10,0,454,2,50,0,0,2
0,1,0,1,0,1,1,1,0,1,0,13,2,317,20,46,0,0,2
1,0,0,1,0,0,0,1,0,1,-9,11,0,247,0,53,1,34,3
0,0,0,0,0,1,0,1,0,1,0,13,0,248,7,46,0,0,2
1,0,0,1,0,0,0,1,0,0,-9,13,0,442,0,49,0,0,3
1,0,0,1,1,1,0,0,0,1,2,9,5,395,90,46,0,0,3
1,0,0,1,0,1,0,0,1,1,1,5,0,663,32,46,0,0,3
0,0,0,0,0,0,0,0,0,1,0,10,12,232,24,47,0,0,2
0,0,0,1,1,1,0,1,0,1,10,11,2,400,71,46,0,0,1
0,0,0,1,0,0,0,0,0,1,2,9,1,217,17,56,1,7,2
0,0,0,1,0,0,1,0,0,1,1,10,3,362,21,49,1,44,1
1,0,0,1,1,1,0,0,0,1,3,11,1,330,30,50,0,0,2
1,0,0,1,0,0,1,0,0,1,14,7,1,625,8,48,1,1,3
1,1,0,0,0,0,0,0,0,1,14,5,0,609,29,47,0,0,2
1,0,0,1,1,0,1,0,1,1,0,10,0,324,2,48,0,0,3
1,1,0,1,0,1,1,0,1,1,2,14,0,349,10,53,1,9,1
1,0,0,1,0,1,0,1,0,1,0,8,1,216,9,50,0,0,1
1,0,0,0,0,0,1,0,0,1,0,10,3,230,35,56,0,0,3
0,0,0,1,0,0,0,1,0,1,1,9,1,344,10,54,0,0,3
1,0,0,1,0,0,0,1,0,1,0,9,0,217,6,52,1,6,2
1,0,0,1,1,1,1,1,0,1,1,9,52,367,123,50,0,0,3
1,0,0,0,1,1,1,1,0,1,-9,13,0,542,3,48,0,0,3
1,0,0,1,0,1,0,1,0,1,1,9,0,551,22,54,0,0,1
1,1,1,0,0,1,0,1,0,1,-9,9,0,206,3,46,0,0,3
1,0,0,0,0,0,0,0,0,1,0,10,21,255,43,46,0,0,2
1,0,0,1,0,1,0,0,0,1,0,11,4,250,12,50,0,0,3
1,1,0,1,0,0,0,1,0,1,4,8,0,450,6,49,0,0,2
1,0,0,1,1,1,1,0,0,1,1,7,0,293,18,48,0,0,1
0,0,0,0,0,0,1,0,0,1,4,12,1,391,6,54,1,13,3
0,0,0,1,1,0,0,0,0,1,-9,11,0,368,0,55,1,36,3
1,0,0,1,0,0,0,1,0,1,0,5,6,296,23,56,1,4,1
0,0,0,1,1,0,1,0,0,1,4,11,1,340,13,54,1,4,3
1,0,0,1,0,0,0,1,0,1,0,8,1,231,6,46,0,0,2
0,0,0,1,0,1,0,0,0,1,3,11,0,385,9,49,0,0,3
0,1,0,1,0,0,0,0,0,1,0,12,0,433,5,53,1,16,2
1,0,0,0,0,0,0,0,0,1,-9,6,0,729,2,54,0,0,3
1,0,0,0,0,1,1,1,0,1,1,9,5,274,38,49,0,49,3
0,0,0,1,1,1,1,1,0,1,2,14,3,367,59,56,0,0,3
0,0,0,0,0,0,1,0,0,1,-9,12,0,283,2,52,1,17,3
1,0,0,0,0,1,1,1,0,1,5,12,1,330,36,53,0,0,3
1,0,0,1,0,1,1,0,0,1,0,9,1,299,29,54,1,12,3
1,0,0,1,0,0,0,0,0,1,5,3,0,458,3,54,1,25,3
1,0,0,1,0,0,0,0,0,1,0,9,0,241,2,46,0,0,3
1,0,0,1,0,1,1,1,0,1,0,9,0,259,5,48,1,37,3
